timestamp,time_seq,voltage,current
2025-07-18T17:00:09.280103,2,200.0,2.0
2025-07-18T17:00:09.280173,3,200.0,2.0
2025-07-18T17:00:09.351399,3,200.0,2.0
2025-07-18T17:00:09.441116,3,200.0,2.0
2025-07-18T17:00:09.503659,4,200.0,2.0
2025-07-18T17:00:09.593123,5,200.0,2.0
2025-07-18T17:00:09.593273,6,200.0,2.0
2025-07-18T17:00:09.693346,6,200.0,2.0
2025-07-18T17:00:09.748138,7,200.0,2.0
2025-07-18T17:00:09.748251,8,200.0,2.0
2025-07-18T17:00:09.811107,8,200.0,2.0
2025-07-18T17:00:10.118239,9,200.0,2.0
2025-07-18T17:00:10.118359,10,200.0,2.0
2025-07-18T17:00:10.428572,10,200.0,2.0
2025-07-18T17:00:10.511009,11,200.0,2.0
2025-07-18T17:00:10.511127,12,200.0,2.0
2025-07-18T17:00:10.741558,12,200.0,2.0
2025-07-18T17:00:10.831321,13,200.0,2.0
2025-07-18T17:00:10.831469,14,200.0,2.0
2025-07-18T17:00:10.921191,14,200.0,2.0
2025-07-18T17:00:10.991068,15,200.0,2.0
2025-07-18T17:00:10.991191,16,200.0,2.0
2025-07-18T17:00:11.130030,17,200.0,2.0
2025-07-18T17:00:11.130146,18,200.0,2.0
2025-07-18T17:00:11.231099,18,200.0,2.0
2025-07-18T17:00:11.311490,19,200.0,2.0
2025-07-18T17:00:11.311603,20,200.0,2.0
2025-07-18T17:00:11.386150,20,200.0,2.0
2025-07-18T17:00:11.496364,20,200.0,2.0
2025-07-18T17:03:50.796714,21,200.0,2.0
