timestamp,time_seq,voltage,current
2025-07-18T19:20:38.937594,0,-155.1,-2.1
2025-07-18T19:20:39.091762,0,-155.1,-2.1
2025-07-18T19:20:39.091892,1,-155.1,-2.1
2025-07-18T19:20:39.182091,0,-155.1,-2.1
2025-07-18T19:20:39.182208,1,-155.1,-2.1
2025-07-18T19:20:39.182245,2,-155.1,-2.1
2025-07-18T19:20:40.932771,3,-155.1,-2.1
2025-07-18T19:20:40.932906,4,-155.1,-2.1
2025-07-18T19:20:40.932974,5,-155.1,-2.1
2025-07-18T19:20:40.933008,6,-155.1,-2.1
2025-07-18T19:20:40.933033,7,-155.1,-2.1
2025-07-18T19:20:40.933057,8,-155.1,-2.1
2025-07-18T19:20:40.933080,9,-155.1,-2.1
2025-07-18T19:20:40.933104,10,-155.1,-2.1
2025-07-18T19:20:40.933127,11,-155.1,-2.1
2025-07-18T19:20:40.933179,12,-155.1,-2.1
2025-07-18T19:20:40.933202,13,-155.1,-2.1
2025-07-18T19:20:40.933226,14,-155.1,-2.1
2025-07-18T19:20:40.933249,15,-155.1,-2.1
2025-07-18T19:20:40.933278,16,-155.1,-2.1
2025-07-18T19:20:40.933312,17,-155.1,-2.1
2025-07-18T19:20:40.933341,18,-155.1,-2.1
2025-07-18T19:20:40.933364,19,-155.1,-2.1
2025-07-18T19:20:40.933393,20,-155.1,-2.1
2025-07-18T19:20:40.933427,21,-155.1,-2.1
2025-07-18T19:20:40.933453,22,-155.1,-2.1
2025-07-18T19:20:40.933476,23,-155.1,-2.1
2025-07-18T19:20:40.933499,24,-155.1,-2.1
2025-07-18T19:20:40.933526,25,-155.1,-2.1
2025-07-18T19:20:40.933555,26,-155.1,-2.1
2025-07-18T19:20:40.933578,27,-155.1,-2.1
2025-07-18T19:20:40.933601,28,-155.1,-2.1
2025-07-18T19:20:40.933624,29,-155.1,-2.1
2025-07-18T19:20:40.933647,30,-155.1,-2.1
2025-07-18T19:20:40.933669,31,-155.1,-2.1
