timestamp,time_seq,voltage,current
2025-07-18T23:52:30.907502,0,10.0,1.0
2025-07-18T23:52:31.018355,0,10.0,1.0
2025-07-18T23:52:31.103525,0,10.0,1.0
2025-07-18T23:52:32.736701,1,10.0,1.0
2025-07-18T23:52:33.666817,2,10.0,1.0
2025-07-18T23:52:33.714554,2,10.0,1.0
2025-07-18T23:52:34.698365,3,10.0,1.0
2025-07-18T23:52:34.898545,3,10.0,1.0
2025-07-18T23:52:35.309776,4,10.0,1.0
2025-07-18T23:52:35.811785,5,10.0,1.0
2025-07-18T23:52:35.869997,5,10.0,1.0
2025-07-18T23:52:36.306821,6,10.0,1.0
2025-07-18T23:52:36.721621,7,10.0,1.0
2025-07-18T23:52:37.766808,8,10.0,1.0
2025-07-18T23:52:38.264736,9,10.0,1.0
2025-07-18T23:52:38.264886,10,10.0,1.0
2025-07-18T23:52:38.264953,11,10.0,1.0
2025-07-18T23:52:38.319438,9,10.0,1.0
2025-07-18T23:52:38.319745,10,10.0,1.0
2025-07-18T23:52:38.319913,11,10.0,1.0
2025-07-18T23:52:38.693925,12,10.0,1.0
2025-07-18T23:52:38.694300,13,10.0,1.0
2025-07-18T23:52:39.076801,14,10.0,1.0
2025-07-18T23:52:39.077068,15,10.0,1.0
2025-07-18T23:52:39.601653,16,10.0,1.0
2025-07-18T23:52:39.601927,17,10.0,1.0
2025-07-18T23:52:39.602062,18,10.0,1.0
2025-07-18T23:52:39.659517,16,10.0,1.0
2025-07-18T23:52:39.659814,17,10.0,1.0
2025-07-18T23:52:39.660030,18,10.0,1.0
2025-07-18T23:52:40.036736,19,10.0,1.0
2025-07-18T23:52:40.037223,20,10.0,1.0
2025-07-18T23:52:40.436405,21,10.0,1.0
2025-07-18T23:52:40.436594,22,10.0,1.0
2025-07-18T23:52:40.836433,23,10.0,1.0
2025-07-18T23:52:40.836702,24,10.0,1.0
2025-07-18T23:52:41.428373,25,10.0,1.0
2025-07-18T23:52:41.428722,26,10.0,1.0
